time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2020-05-03 16:53:28.623 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60876248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:54:28.624 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800883200,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,62187984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:55:28.628 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800883200,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:56:28.632 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800883200,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:57:28.635 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:58:28.639 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 16:59:28.642 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:00:28.646 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63506912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:01:28.649 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800879104,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,64817632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:02:28.653 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800875008,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,64817632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:03:28.659 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801276416,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,64817632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:04:28.663 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801370624,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,66128352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:05:28.666 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801313280,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,66128352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:06:28.670 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801268224,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,66128352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:07:28.674 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801251840,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,66128352, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:08:28.676 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801235456,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:09:28.680 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801001984,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:10:28.683 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800993792,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:11:28.685 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800993792,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:12:28.686 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800985600,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:13:28.689 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800985600,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,67439160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:14:28.692 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800961024,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,68749960,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:15:28.695 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67800961024,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,68749960, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:16:28.698 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67801817088,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588524268431,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,68749960, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:35:49.926 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795173376,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527349773,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,24,3,15,46871176,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:35:56.312 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795169280,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527356166,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,27,3,17,53514704,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:36:37.094 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795165184,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527396948,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,23,3,17,52547112, , , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:36:56.204 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795161088,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527416051,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,24,3,14,46147096,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:37:56.205 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795128320,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527416051,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,52714720, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:38:23.326 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795128320,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527503163,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,22,3,16,52790456, , , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:39:23.331 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795132416,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527503163,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,61921272, , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-03 17:40:23.336 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,67795087360,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588527503163,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,63236256, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:37:16.212 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66099060736,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,28,3,30,53828080,1, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:38:16.217 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, ,3, , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66100723712,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60960432,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:39:16.222 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66097651712,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60960432,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:40:16.226 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66099273728,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60960432,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:41:16.232 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66098724864,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,60960432,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:42:16.235 UTC, , , , , , , , , ,125,3160469,14504,112, ,3, , , , , , , , , , , ,3,3, , , ,2,1,3, , , , , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66098298880,60,60,60,60, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880236039,,, , , , , , , , , ,3145728,1592, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , ,62271224,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2020-05-07 19:43:22.497 UTC, , , , , , , , , ,125,3158877,13024, , ,3, ,21,3,0,14, , , , , , , ,3,3, ,2, ,2,1,5, ,18,10, , , , , , , , , , , , , ,1377,1, ,744, , , , ,1427,66097082368,57,57,57,57, , , , , ,1,23, , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1588880602314,,, , , , , , , , , ,3145728,1377, , , , , , ,17, , ,2, , ,3, , ,17, ,2048,1, , , , , ,98828,28, , , , , , ,1,32,3,18,47447608,2, , , , , , ,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
